latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
21.61975,82.89387,347.69,0.48,0.48,2026-01-08,0811,N,nominal,2.0NRT,304.98,5.66,D
21.61923,82.8892,340.67,0.48,0.48,2026-01-08,0811,N,nominal,2.0NRT,305.42,5.66,D
21.61871,82.88455,331.61,0.48,0.48,2026-01-08,0811,N,low,2.0NRT,305.37,8.27,D
21.6242,82.89332,341.38,0.48,0.48,2026-01-08,0811,N,nominal,2.0NRT,302.13,5.66,D
21.62368,82.88865,335.12,0.48,0.48,2026-01-08,0811,N,nominal,2.0NRT,304.66,5.66,D
20.42943,74.25742,338.38,0.42,0.37,2026-01-08,0811,N,nominal,2.0NRT,308.86,4.97,D
20.43351,74.26078,351.19,0.42,0.37,2026-01-08,0811,N,nominal,2.0NRT,306.22,4.97,D
20.43285,74.25679,353.85,0.42,0.37,2026-01-08,0811,N,nominal,2.0NRT,307.76,4.97,D
21.84937,84.86375,351.18,0.32,0.55,2026-01-08,0811,N,nominal,2.0NRT,302.94,4.39,D
21.80364,84.41895,338.45,0.6,0.53,2026-01-08,0811,N,nominal,2.0NRT,303.61,5.99,D
21.70457,83.49258,342.5,0.52,0.5,2026-01-08,0811,N,nominal,2.0NRT,301.23,6.6,D
20.43693,74.26018,346.62,0.42,0.37,2026-01-08,0811,N,nominal,2.0NRT,310.47,3.88,D
21.86252,84.94268,342.98,0.33,0.55,2026-01-08,0811,N,nominal,2.0NRT,305.39,2.42,D
21.61835,82.6841,340.96,0.46,0.47,2026-01-08,0811,N,nominal,2.0NRT,303.14,6.42,D
21.50241,81.69991,337.13,0.4,0.45,2026-01-08,0811,N,nominal,2.0NRT,303.12,3.88,D
21.66462,82.93102,346.19,0.48,0.48,2026-01-08,0811,N,nominal,2.0NRT,305.86,11.71,D
21.61973,82.54314,355.95,0.46,0.47,2026-01-08,0811,N,nominal,2.0NRT,305.08,5.85,D
21.61922,82.53873,333.89,0.46,0.47,2026-01-08,0811,N,nominal,2.0NRT,301.86,5.85,D
21.6187,82.53431,344.47,0.45,0.47,2026-01-08,0811,N,nominal,2.0NRT,302.23,2.83,D
21.56305,82.06384,352.25,0.43,0.46,2026-01-08,0811,N,nominal,2.0NRT,304.25,9.9,D
21.66908,82.93047,349.76,0.48,0.48,2026-01-08,0811,N,nominal,2.0NRT,303.2,8.23,D
21.66855,82.92579,340.06,0.48,0.48,2026-01-08,0811,N,nominal,2.0NRT,302.15,3.43,D
21.62408,82.54259,335.94,0.46,0.47,2026-01-08,0811,N,low,2.0NRT,306.36,5.14,D
21.62304,82.53375,355.31,0.45,0.47,2026-01-08,0811,N,nominal,2.0NRT,306.92,17.95,D
21.62843,82.54203,336.78,0.46,0.47,2026-01-08,0811,N,nominal,2.0NRT,302.82,5.14,D
21.62791,82.53761,341.55,0.46,0.47,2026-01-08,0811,N,nominal,2.0NRT,303.27,5.14,D
21.96814,85.62634,334.69,0.36,0.57,2026-01-08,0811,N,nominal,2.0NRT,299.08,2.73,D
21.83616,84.3498,333.03,0.6,0.53,2026-01-08,0811,N,low,2.0NRT,303.48,5.72,D
21.84106,84.34921,329.77,0.6,0.53,2026-01-08,0811,N,low,2.0NRT,300.26,5.72,D
21.70445,83.11961,340.47,0.5,0.49,2026-01-08,0811,N,nominal,2.0NRT,303.12,4.97,D
21.67055,82.82619,332.13,0.47,0.48,2026-01-08,0811,N,low,2.0NRT,302.63,8.17,D
21.67001,82.82155,355.93,0.47,0.48,2026-01-08,0811,N,nominal,2.0NRT,304.18,18.02,D
21.69908,82.9939,341.3,0.49,0.48,2026-01-08,0811,N,nominal,2.0NRT,303.39,7.38,D
21.70356,82.99335,344.18,0.49,0.48,2026-01-08,0811,N,nominal,2.0NRT,301.86,8.5,D
21.855,84.29474,341.36,0.59,0.53,2026-01-08,0811,N,nominal,2.0NRT,303.51,8.54,D
21.71026,83.0118,331.72,0.49,0.48,2026-01-08,0811,N,nominal,2.0NRT,301.92,3.26,D
21.66993,82.66853,332.89,0.46,0.47,2026-01-08,0811,N,low,2.0NRT,304.91,4.44,D
21.67329,82.82215,334.23,0.48,0.48,2026-01-08,0811,N,nominal,2.0NRT,300.51,1.61,D
21.83816,84.35279,331.94,0.6,0.53,2026-01-08,0811,N,low,2.0NRT,303.26,6.04,D
21.83758,84.34699,336.03,0.6,0.53,2026-01-08,0811,N,nominal,2.0NRT,301.42,3.58,D
21.70117,82.99488,367,0.49,0.48,2026-01-08,0811,N,high,2.0NRT,304.54,14.58,D
21.66985,82.66933,342.77,0.46,0.47,2026-01-08,0811,N,nominal,2.0NRT,304.43,4.4,D
21.85679,84.29176,335.57,0.59,0.53,2026-01-08,0811,N,nominal,2.0NRT,304.16,4.7,D
21.66638,82.51984,356.8,0.45,0.47,2026-01-08,0811,N,nominal,2.0NRT,306.16,11.8,D
21.66588,82.5154,344.4,0.45,0.47,2026-01-08,0811,N,nominal,2.0NRT,305.68,11.8,D
21.66338,82.49325,351.05,0.45,0.47,2026-01-08,0811,N,nominal,2.0NRT,304.51,5.57,D
21.66288,82.48883,330.67,0.45,0.47,2026-01-08,0811,N,nominal,2.0NRT,301.95,5.57,D
21.98762,85.57195,336.08,0.36,0.57,2026-01-08,0811,N,nominal,2.0NRT,301.09,2.44,D
21.68842,82.67619,354.36,0.47,0.47,2026-01-08,0811,N,nominal,2.0NRT,305.1,17.8,D
21.66771,82.4927,348.02,0.45,0.47,2026-01-08,0811,N,nominal,2.0NRT,302.74,5.57,D
21.66721,82.48827,347.2,0.45,0.47,2026-01-08,0811,N,nominal,2.0NRT,301.06,5.57,D
21.73804,82.91829,340.76,0.48,0.48,2026-01-08,0811,N,nominal,2.0NRT,303.75,12.17,D
21.73751,82.91358,335.76,0.48,0.48,2026-01-08,0811,N,nominal,2.0NRT,306.98,12.17,D
21.88023,84.18448,337.07,0.58,0.52,2026-01-08,0811,N,nominal,2.0NRT,302.45,4.51,D
21.70395,82.57835,331.88,0.46,0.47,2026-01-08,0811,N,nominal,2.0NRT,300.88,3.07,D
21.91302,84.4514,340.07,0.61,0.53,2026-01-08,0811,N,nominal,2.0NRT,300.93,7.6,D
21.88509,84.18388,335.43,0.58,0.52,2026-01-08,0811,N,nominal,2.0NRT,302.76,4.5,D
21.73849,82.84226,340.33,0.48,0.48,2026-01-08,0811,N,nominal,2.0NRT,303.22,3.67,D
21.61753,81.76832,345.88,0.41,0.45,2026-01-08,0811,N,nominal,2.0NRT,303.72,4.93,D
20.95371,76.81514,337.34,0.39,0.36,2026-01-08,0811,N,nominal,2.0NRT,302.99,2.46,D
21.59973,81.55213,333.63,0.4,0.44,2026-01-08,0811,N,nominal,2.0NRT,303.3,3.18,D
21.72679,82.5845,335.42,0.46,0.47,2026-01-08,0811,N,nominal,2.0NRT,301.07,2.64,D
21.75908,82.8255,339.56,0.48,0.48,2026-01-08,0811,N,nominal,2.0NRT,302.02,5.21,D
21.73167,82.5884,334.22,0.46,0.47,2026-01-08,0811,N,nominal,2.0NRT,302.86,5.49,D
21.73115,82.58392,334.48,0.46,0.47,2026-01-08,0811,N,nominal,2.0NRT,302.04,2.64,D
21.75499,82.75108,346.11,0.47,0.48,2026-01-08,0811,N,nominal,2.0NRT,303.5,8.05,D
22.08495,85.73949,335.35,0.37,0.58,2026-01-08,0811,N,nominal,2.0NRT,300.34,2.76,D
21.85021,83.5078,343.58,0.53,0.5,2026-01-08,0811,N,nominal,2.0NRT,303,8.86,D
21.84964,83.50263,340.5,0.53,0.5,2026-01-08,0811,N,nominal,2.0NRT,302.3,6.18,D
22.09033,85.73887,329.45,0.37,0.58,2026-01-08,0811,N,nominal,2.0NRT,299.61,2.76,D
21.84395,83.41013,341.78,0.52,0.5,2026-01-08,0811,N,nominal,2.0NRT,304.29,6.94,D
22.22995,87.15097,328.23,0.46,0.63,2026-01-08,0811,N,nominal,2.0NRT,299.99,2.71,D
21.81802,83.14114,344.29,0.5,0.49,2026-01-08,0811,N,nominal,2.0NRT,301.99,4.78,D
21.79384,82.89209,341.06,0.48,0.48,2026-01-08,0811,N,nominal,2.0NRT,303.52,4.62,D
21.76847,82.67514,344.91,0.47,0.47,2026-01-08,0811,N,nominal,2.0NRT,304.5,5.55,D
21.41144,79.83136,332.5,0.48,0.4,2026-01-08,0811,N,nominal,2.0NRT,301.17,3.57,D
21.84517,83.29771,334.56,0.51,0.49,2026-01-08,0811,N,nominal,2.0NRT,301.99,3.13,D
21.7923,82.84016,348.16,0.48,0.48,2026-01-08,0811,N,nominal,2.0NRT,304.44,9.76,D
21.82265,83.06198,336.86,0.49,0.49,2026-01-08,0811,N,nominal,2.0NRT,300.52,3.02,D
21.7597,82.52589,353.1,0.46,0.47,2026-01-08,0811,N,nominal,2.0NRT,306.19,16.41,D
21.8531,83.50466,341.75,0.53,0.5,2026-01-08,0811,N,nominal,2.0NRT,301.99,5.5,D
21.84343,83.4125,343.98,0.52,0.5,2026-01-08,0811,N,nominal,2.0NRT,304.61,10.97,D
21.81941,83.14284,345.26,0.5,0.49,2026-01-08,0811,N,nominal,2.0NRT,301.68,6.35,D
21.76868,82.67632,343.16,0.47,0.47,2026-01-08,0811,N,nominal,2.0NRT,304.52,5.29,D
20.7996,75.43777,331.92,0.39,0.36,2026-01-08,0811,N,nominal,2.0NRT,305.57,1.76,D
21.79696,82.89322,348,0.48,0.48,2026-01-08,0811,N,nominal,2.0NRT,302.38,6.28,D
21.79133,82.84173,339.77,0.48,0.48,2026-01-08,0811,N,nominal,2.0NRT,302.23,6.04,D
21.79082,82.83705,342.71,0.48,0.48,2026-01-08,0811,N,nominal,2.0NRT,302.92,4.35,D
22.08741,85.73843,354.09,0.37,0.58,2026-01-08,0811,N,nominal,2.0NRT,302.64,5.15,D
21.84545,83.29979,337.77,0.51,0.49,2026-01-08,0811,N,nominal,2.0NRT,301.26,4.5,D
21.82008,83.06405,333.3,0.49,0.49,2026-01-08,0811,N,nominal,2.0NRT,301.25,3.28,D
21.79526,82.83649,339.26,0.48,0.48,2026-01-08,0811,N,nominal,2.0NRT,302.13,4.35,D
21.76094,82.52671,344.75,0.46,0.47,2026-01-08,0811,N,nominal,2.0NRT,303.92,9.54,D
21.76044,82.52228,339.56,0.46,0.47,2026-01-08,0811,N,nominal,2.0NRT,302.15,9.54,D
21.83038,83.11684,334.21,0.5,0.49,2026-01-08,0811,N,nominal,2.0NRT,301.91,3.85,D
21.76479,82.52171,355.46,0.46,0.47,2026-01-08,0811,N,nominal,2.0NRT,305.41,12.33,D
21.78608,82.63269,344.11,0.46,0.47,2026-01-08,0811,N,nominal,2.0NRT,303.67,4.04,D
21.50285,80.25998,332.95,0.5,0.41,2026-01-08,0811,N,nominal,2.0NRT,300.42,4.59,D
21.79046,82.63212,334.72,0.46,0.47,2026-01-08,0811,N,nominal,2.0NRT,303.41,4.04,D
21.85703,83.19279,367,0.5,0.49,2026-01-08,0811,N,high,2.0NRT,304.59,13.07,D
21.86158,83.19223,351.57,0.5,0.49,2026-01-08,0811,N,nominal,2.0NRT,301.99,13.07,D
21.79109,82.55903,332.9,0.46,0.47,2026-01-08,0811,N,nominal,2.0NRT,301.11,3.06,D
21.7924,82.53159,341.25,0.46,0.47,2026-01-08,0811,N,nominal,2.0NRT,301.48,5.45,D
21.87939,83.27045,331.62,0.51,0.49,2026-01-08,0811,N,nominal,2.0NRT,299.86,2.8,D
21.79726,82.53551,332.34,0.46,0.47,2026-01-08,0811,N,nominal,2.0NRT,301.96,6.41,D
21.71183,81.80054,330.51,0.41,0.45,2026-01-08,0811,N,nominal,2.0NRT,299.29,1.35,D
21.86657,83.11217,330.71,0.5,0.49,2026-01-08,0811,N,nominal,2.0NRT,302.84,2.67,D
21.88688,83.25427,331.79,0.51,0.49,2026-01-08,0811,N,low,2.0NRT,302.57,5.99,D
21.86732,83.07766,337.43,0.5,0.49,2026-01-08,0811,N,nominal,2.0NRT,301.86,4.96,D
21.79708,82.41888,346.71,0.45,0.47,2026-01-08,0811,N,nominal,2.0NRT,302.67,9.4,D
21.79001,82.35778,338.12,0.45,0.47,2026-01-08,0811,N,nominal,2.0NRT,301.55,6.27,D
21.7938,82.35286,367,0.45,0.47,2026-01-08,0811,N,high,2.0NRT,308.56,24.36,D
21.87689,83.08134,341.18,0.5,0.49,2026-01-08,0811,N,nominal,2.0NRT,302.32,2.73,D
21.8715,83.03325,334.2,0.49,0.49,2026-01-08,0811,N,nominal,2.0NRT,300.47,4.39,D
21.7933,82.3485,338.22,0.45,0.47,2026-01-08,0811,N,nominal,2.0NRT,304.51,24.36,D
21.99621,84.13408,340.49,0.58,0.52,2026-01-08,0811,N,nominal,2.0NRT,303.16,8.96,D
21.99561,84.12838,340.04,0.58,0.52,2026-01-08,0811,N,nominal,2.0NRT,301.22,8.96,D
21.8814,83.08076,334.88,0.5,0.49,2026-01-08,0811,N,nominal,2.0NRT,303.49,2.64,D
21.8144,82.49265,348.67,0.45,0.47,2026-01-08,0811,N,nominal,2.0NRT,304.72,5.74,D
22.00107,84.13354,340.47,0.58,0.52,2026-01-08,0811,N,nominal,2.0NRT,302.1,8.96,D
21.81874,82.49208,334.17,0.45,0.47,2026-01-08,0811,N,nominal,2.0NRT,304.17,5.74,D
21.81772,82.48324,341.49,0.45,0.47,2026-01-08,0811,N,nominal,2.0NRT,302.9,37.05,D
20.71913,74.59358,347.63,0.4,0.37,2026-01-08,0811,N,nominal,2.0NRT,307.33,9.59,D
21.92087,83.35143,334.93,0.52,0.5,2026-01-08,0811,N,nominal,2.0NRT,306.8,4.31,D
20.72189,74.5891,338.16,0.4,0.37,2026-01-08,0811,N,nominal,2.0NRT,306.21,2.98,D
21.82226,82.44669,339.91,0.45,0.47,2026-01-08,0811,N,nominal,2.0NRT,303.67,5,D
21.90563,83.09242,331.22,0.5,0.49,2026-01-08,0811,N,nominal,2.0NRT,304.48,2.77,D
21.89742,83.0202,341.83,0.49,0.49,2026-01-08,0811,N,nominal,2.0NRT,302.08,9.1,D
21.86984,82.77983,352.27,0.47,0.48,2026-01-08,0811,N,nominal,2.0NRT,304.2,8.14,D
22.03084,84.18206,341.61,0.58,0.52,2026-01-08,0811,N,nominal,2.0NRT,302.82,7.23,D
22.03571,84.18153,335.34,0.58,0.52,2026-01-08,0811,N,nominal,2.0NRT,302.63,7.23,D
21.85633,82.5869,339.88,0.46,0.47,2026-01-08,0811,N,nominal,2.0NRT,304.56,7.2,D
21.78572,81.9929,338.77,0.42,0.45,2026-01-08,0811,N,nominal,2.0NRT,300.35,3.1,D
22.36962,87.53431,340.94,0.48,0.65,2026-01-08,0811,N,nominal,2.0NRT,298.45,3.28,D
22.06519,84.27132,342.86,0.59,0.53,2026-01-08,0811,N,nominal,2.0NRT,303.41,10.12,D
22.03323,84.18044,355.97,0.59,0.52,2026-01-08,0811,N,nominal,2.0NRT,303.94,15.68,D
21.87598,82.56351,341.13,0.46,0.47,2026-01-08,0811,N,nominal,2.0NRT,305.17,9.66,D
22.06205,84.27039,340.74,0.59,0.53,2026-01-08,0811,N,nominal,2.0NRT,301.59,8.8,D
21.86388,82.41621,333.08,0.45,0.47,2026-01-08,0811,N,nominal,2.0NRT,302.22,3.54,D
21.85747,82.35938,330.04,0.45,0.47,2026-01-08,0811,N,low,2.0NRT,302.83,2.04,D
22.06694,84.26981,337.89,0.59,0.53,2026-01-08,0811,N,nominal,2.0NRT,303.29,4.79,D
21.86227,82.36317,337.5,0.45,0.47,2026-01-08,0811,N,nominal,2.0NRT,301.16,5.49,D
21.90842,82.73476,342.88,0.47,0.48,2026-01-08,0811,N,nominal,2.0NRT,303.13,7.45,D
21.85082,82.2244,335.62,0.44,0.46,2026-01-08,0811,N,nominal,2.0NRT,300.8,2.56,D
21.86461,82.2312,337.97,0.44,0.46,2026-01-08,0811,N,nominal,2.0NRT,302.2,3.9,D
21.92506,82.72329,342.54,0.47,0.48,2026-01-08,0811,N,nominal,2.0NRT,305.39,7.24,D
22.37971,87.27878,327.29,0.47,0.64,2026-01-08,0811,N,low,2.0NRT,301.99,2.3,D
22.05732,83.8931,341.22,0.56,0.52,2026-01-08,0811,N,nominal,2.0NRT,301.79,4.67,D
22.04055,83.73512,343.95,0.55,0.51,2026-01-08,0811,N,low,2.0NRT,314.88,21.39,D
22.03998,83.72974,355.58,0.55,0.51,2026-01-08,0811,N,nominal,2.0NRT,317.25,9.67,D
21.95787,82.97617,340.42,0.49,0.49,2026-01-08,0811,N,nominal,2.0NRT,303.6,9.83,D
21.87414,82.23863,344.94,0.44,0.46,2026-01-08,0811,N,nominal,2.0NRT,308.94,16.14,D
22.04471,83.72923,334.8,0.55,0.51,2026-01-08,0811,N,low,2.0NRT,308.36,9.67,D
21.87842,82.23806,334.69,0.44,0.46,2026-01-08,0811,N,nominal,2.0NRT,302.25,16.14,D
21.90686,82.44633,330.65,0.45,0.47,2026-01-08,0811,N,low,2.0NRT,301.02,2.33,D
20.87653,74.96186,337.03,0.4,0.37,2026-01-08,0811,N,low,2.0NRT,307.16,3.17,D
22.06876,83.81929,329.96,0.55,0.51,2026-01-08,0811,N,nominal,2.0NRT,302.36,4.16,D
21.95979,82.83183,350.07,0.48,0.48,2026-01-08,0811,N,nominal,2.0NRT,304.61,5.22,D
21.92838,82.55672,342.04,0.46,0.47,2026-01-08,0811,N,nominal,2.0NRT,302.72,6.79,D
21.97012,82.8831,342.66,0.48,0.48,2026-01-08,0811,N,nominal,2.0NRT,303.32,4.26,D
21.96424,82.83126,337.2,0.48,0.48,2026-01-08,0811,N,nominal,2.0NRT,304.63,5.22,D
21.96371,82.82658,343.25,0.48,0.48,2026-01-08,0811,N,nominal,2.0NRT,307.39,9.86,D
21.96318,82.82191,340.12,0.48,0.48,2026-01-08,0811,N,nominal,2.0NRT,301.86,9.86,D
20.7883,74.35386,348.24,0.41,0.37,2026-01-08,0811,N,nominal,2.0NRT,306.25,8.67,D
21.98536,82.97763,367,0.49,0.49,2026-01-08,0811,N,high,2.0NRT,305.11,16.9,D
21.96497,82.7981,367,0.48,0.48,2026-01-08,0811,N,high,2.0NRT,304,12.41,D
21.98482,82.97285,339.72,0.49,0.49,2026-01-08,0811,N,nominal,2.0NRT,304.59,16.9,D
21.96815,82.82601,330.42,0.48,0.48,2026-01-08,0811,N,nominal,2.0NRT,302.74,3.52,D
21.96762,82.82135,333.47,0.48,0.48,2026-01-08,0811,N,nominal,2.0NRT,302.89,3.52,D
21.9655,82.80274,338.41,0.48,0.48,2026-01-08,0811,N,nominal,2.0NRT,300.89,11.72,D
21.91754,82.38695,340.02,0.45,0.47,2026-01-08,0811,N,nominal,2.0NRT,301.79,3.16,D
20.7917,74.35322,356.89,0.41,0.37,2026-01-08,0811,N,nominal,2.0NRT,307.21,8.06,D
21.96568,82.76497,367,0.47,0.48,2026-01-08,0811,N,high,2.0NRT,307.53,14.88,D
21.9904,82.98185,341.32,0.49,0.49,2026-01-08,0811,N,nominal,2.0NRT,302.84,21.84,D
21.98985,82.97707,349.6,0.49,0.49,2026-01-08,0811,N,nominal,2.0NRT,313.87,16.9,D
21.98932,82.97228,338.13,0.49,0.49,2026-01-08,0811,N,nominal,2.0NRT,305.13,16.9,D
21.971,82.81148,335.09,0.48,0.48,2026-01-08,0811,N,nominal,2.0NRT,299.21,10.41,D
21.97047,82.80682,343.56,0.48,0.48,2026-01-08,0811,N,nominal,2.0NRT,304.31,11.72,D
21.96621,82.76962,347.77,0.48,0.48,2026-01-08,0811,N,nominal,2.0NRT,302.51,14.88,D
21.93215,82.4746,332.2,0.46,0.47,2026-01-08,0811,N,nominal,2.0NRT,303.66,3.82,D
20.7951,74.35258,341.93,0.41,0.37,2026-01-08,0811,N,nominal,2.0NRT,305.84,8.06,D
21.99489,82.98128,344.35,0.49,0.49,2026-01-08,0811,N,nominal,2.0NRT,308.51,22.71,D
21.97545,82.81091,351.82,0.48,0.48,2026-01-08,0811,N,nominal,2.0NRT,303.92,7.63,D
21.97491,82.80626,342.8,0.48,0.48,2026-01-08,0811,N,nominal,2.0NRT,301.43,7.85,D
21.97064,82.76907,345.65,0.48,0.48,2026-01-08,0811,N,nominal,2.0NRT,304.86,11.7,D
21.97011,82.7644,353.23,0.47,0.48,2026-01-08,0811,N,nominal,2.0NRT,309.18,11.7,D
21.96958,82.75977,332.5,0.47,0.48,2026-01-08,0811,N,nominal,2.0NRT,300.41,13.23,D
21.97989,82.81036,335.14,0.48,0.48,2026-01-08,0811,N,nominal,2.0NRT,302.03,7.63,D
21.97508,82.76851,339.41,0.48,0.48,2026-01-08,0811,N,nominal,2.0NRT,302.88,11.7,D
21.95388,82.58533,331.99,0.46,0.47,2026-01-08,0811,N,low,2.0NRT,302.15,2.23,D
22.01046,83.03783,334.02,0.49,0.49,2026-01-08,0811,N,nominal,2.0NRT,303.93,2.97,D
21.96105,82.57072,331.16,0.46,0.47,2026-01-08,0811,N,nominal,2.0NRT,303.84,2.69,D
21.95685,82.53481,332.48,0.46,0.47,2026-01-08,0811,N,nominal,2.0NRT,300.33,2.19,D
21.95581,82.52589,338.34,0.46,0.47,2026-01-08,0811,N,nominal,2.0NRT,302.35,5.1,D
21.95267,82.49909,336.52,0.46,0.47,2026-01-08,0811,N,nominal,2.0NRT,302.27,6.06,D
21.99321,82.80863,343.16,0.48,0.48,2026-01-08,0811,N,nominal,2.0NRT,302.02,7.6,D
21.94708,82.4142,343.62,0.45,0.47,2026-01-08,0811,N,nominal,2.0NRT,303.04,5.78,D
22.16693,84.32351,342.14,0.6,0.53,2026-01-08,0811,N,nominal,2.0NRT,303.4,16.59,D
21.99766,82.80807,346.37,0.48,0.48,2026-01-08,0811,N,nominal,2.0NRT,303.29,7.6,D
21.99334,82.77092,346.83,0.48,0.48,2026-01-08,0811,N,nominal,2.0NRT,302.81,8.51,D
21.99214,82.81032,332.18,0.48,0.48,2026-01-08,0811,N,nominal,2.0NRT,302.94,6.79,D
21.94876,82.41498,340.77,0.45,0.47,2026-01-08,0811,N,nominal,2.0NRT,303.22,5.48,D
21.99658,82.80974,356.28,0.48,0.48,2026-01-08,0811,N,nominal,2.0NRT,305.02,6.79,D
21.99607,82.80506,332.94,0.48,0.48,2026-01-08,0811,N,nominal,2.0NRT,300.71,3.11,D
21.99253,82.77251,344.15,0.48,0.48,2026-01-08,0811,N,nominal,2.0NRT,303.98,6.91,D
22.16424,84.32773,339.64,0.6,0.53,2026-01-08,0811,N,nominal,2.0NRT,301.05,9.5,D
22.16365,84.32185,339.36,0.6,0.53,2026-01-08,0811,N,nominal,2.0NRT,301.53,5.15,D
22.1421,84.10725,332.49,0.58,0.52,2026-01-08,0811,N,nominal,2.0NRT,300.37,3.52,D
22.2348,84.94347,335.92,0.33,0.55,2026-01-08,0811,N,nominal,2.0NRT,302.62,2.65,D
22.02887,82.94,338.01,0.49,0.48,2026-01-08,0811,N,nominal,2.0NRT,304.3,3.49,D
21.98139,82.51009,341.46,0.46,0.47,2026-01-08,0811,N,nominal,2.0NRT,302.78,5.84,D
21.99077,82.55437,331.64,0.46,0.47,2026-01-08,0811,N,low,2.0NRT,303.33,3.41,D
21.98524,82.50503,332.91,0.46,0.47,2026-01-08,0811,N,nominal,2.0NRT,301.65,3.9,D
21.96802,82.27523,335.18,0.44,0.46,2026-01-08,0811,N,nominal,2.0NRT,301.26,7.52,D
21.96753,82.2709,350.06,0.44,0.46,2026-01-08,0811,N,nominal,2.0NRT,303.03,5.19,D
21.97182,82.27032,336.14,0.44,0.46,2026-01-08,0811,N,nominal,2.0NRT,301.13,5.19,D
22.05763,82.99454,341.58,0.49,0.49,2026-01-08,0811,N,nominal,2.0NRT,301.78,4.9,D
22.02263,82.60069,342.74,0.46,0.47,2026-01-08,0811,N,nominal,2.0NRT,301.2,4.49,D
22.08513,83.11916,340.95,0.5,0.49,2026-01-08,0811,N,nominal,2.0NRT,302.46,5.36,D
22.05355,82.75525,330.61,0.48,0.48,2026-01-08,0811,N,low,2.0NRT,301.14,4.08,D
22.05302,82.7506,340.39,0.48,0.48,2026-01-08,0811,N,nominal,2.0NRT,302.28,3.16,D
21.99455,82.24107,334.24,0.44,0.46,2026-01-08,0811,N,nominal,2.0NRT,301.58,2.64,D
22.3999,86.06026,333.43,0.39,0.59,2026-01-08,0811,N,nominal,2.0NRT,298.51,2.05,D
22.06009,82.77326,346.79,0.48,0.48,2026-01-08,0811,N,nominal,2.0NRT,305.83,12.82,D
21.99933,82.24481,330.55,0.44,0.46,2026-01-08,0811,N,low,2.0NRT,303.61,6.01,D
22.15727,83.5202,335.04,0.53,0.5,2026-01-08,0811,N,nominal,2.0NRT,301.89,5.52,D
22.15669,83.51501,332.01,0.53,0.5,2026-01-08,0811,N,nominal,2.0NRT,301.26,2.44,D
22.0579,82.5594,341.17,0.46,0.47,2026-01-08,0811,N,nominal,2.0NRT,303.29,11.98,D
22.05737,82.55489,338.23,0.46,0.47,2026-01-08,0811,N,nominal,2.0NRT,301.82,7.5,D
22.06227,82.55883,331.99,0.46,0.47,2026-01-08,0811,N,nominal,2.0NRT,301.05,3.23,D
21.35501,77.14767,332.91,0.39,0.36,2026-01-08,0811,N,nominal,2.0NRT,300.08,3.64,D
22.09624,82.73563,336.38,0.47,0.48,2026-01-08,0811,N,nominal,2.0NRT,301.25,3.4,D
22.07169,82.52557,344.01,0.46,0.47,2026-01-08,0811,N,nominal,2.0NRT,303.64,11.69,D
22.05546,82.38786,335.55,0.45,0.47,2026-01-08,0811,N,nominal,2.0NRT,302.06,3.18,D
22.10401,82.72524,336.57,0.47,0.48,2026-01-08,0811,N,nominal,2.0NRT,302.17,3.33,D
20.92011,74.28061,353.11,0.41,0.37,2026-01-08,0811,N,nominal,2.0NRT,308.1,7.76,D
20.92351,74.27996,355.11,0.41,0.37,2026-01-08,0811,N,nominal,2.0NRT,309.47,10.87,D
20.92691,74.27932,344.3,0.41,0.37,2026-01-08,0811,N,nominal,2.0NRT,308.49,10.87,D
20.92647,74.27942,346.86,0.41,0.37,2026-01-08,0811,N,nominal,2.0NRT,308.57,5.58,D
22.07203,82.5262,341.09,0.46,0.47,2026-01-08,0811,N,nominal,2.0NRT,303.55,13.55,D
22.05675,82.38817,342.21,0.45,0.47,2026-01-08,0811,N,nominal,2.0NRT,302.53,4.66,D
22.09336,82.51881,341.64,0.46,0.47,2026-01-08,0811,N,nominal,2.0NRT,302.36,12.49,D
22.12095,82.68643,337.33,0.47,0.48,2026-01-08,0811,N,nominal,2.0NRT,303.51,6.11,D
22.08888,82.36167,346.62,0.45,0.47,2026-01-08,0811,N,nominal,2.0NRT,305.93,11.96,D
22.60513,87.61115,329.21,0.49,0.65,2026-01-08,0811,N,nominal,2.0NRT,295.85,3.8,D
21.55147,77.99944,332.66,0.41,0.37,2026-01-08,0811,N,nominal,2.0NRT,306.82,2.89,D
21.55488,77.99888,335.03,0.41,0.37,2026-01-08,0811,N,nominal,2.0NRT,303.9,2.89,D
22.15441,82.62621,344.68,0.47,0.48,2026-01-08,0811,N,nominal,2.0NRT,301.02,5.27,D
22.12955,82.33412,349.87,0.45,0.47,2026-01-08,0811,N,nominal,2.0NRT,303.08,6.32,D
22.13592,82.35114,332.3,0.45,0.47,2026-01-08,0811,N,nominal,2.0NRT,300.63,8.27,D
22.1354,82.34674,345.09,0.45,0.47,2026-01-08,0811,N,nominal,2.0NRT,305.69,8.32,D
22.33025,84.04736,334.44,0.58,0.52,2026-01-08,0811,N,nominal,2.0NRT,301.44,5.43,D
22.32784,84.02486,340.91,0.58,0.52,2026-01-08,0811,N,nominal,2.0NRT,302.48,8.35,D
22.32724,84.01926,340.53,0.58,0.52,2026-01-08,0811,N,nominal,2.0NRT,301.17,8.35,D
