latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
15.71384,79.24696,333.6,0.41,0.37,2026-01-08,0809,N,nominal,2.0NRT,302.27,4.22,D
15.71329,79.24318,333.5,0.41,0.37,2026-01-08,0809,N,nominal,2.0NRT,303.47,3.28,D
15.52497,77.92939,341.38,0.39,0.36,2026-01-08,0809,N,nominal,2.0NRT,303.43,9.95,D
15.75386,79.354,341.71,0.41,0.37,2026-01-08,0809,N,nominal,2.0NRT,300.76,3.06,D
15.33744,76.28027,330.8,0.4,0.37,2026-01-08,0809,N,low,2.0NRT,305.02,1.6,D
15.31478,76.0944,335.6,0.4,0.37,2026-01-08,0809,N,nominal,2.0NRT,302.98,3.68,D
15.72248,78.5927,330.18,0.39,0.36,2026-01-08,0809,N,nominal,2.0NRT,301.97,2.13,D
15.48603,77.01024,332.35,0.39,0.36,2026-01-08,0809,N,nominal,2.0NRT,305.95,2.59,D
15.36624,75.76206,339.45,0.41,0.37,2026-01-08,0809,N,nominal,2.0NRT,307.49,5.16,D
15.53923,76.63515,332.07,0.39,0.36,2026-01-08,0809,N,low,2.0NRT,304.81,3.78,D
15.52667,76.53306,337.47,0.39,0.36,2026-01-08,0809,N,nominal,2.0NRT,304.88,6.63,D
15.52317,76.48886,336.14,0.39,0.36,2026-01-08,0809,N,nominal,2.0NRT,303.82,4.2,D
15.76144,77.88315,335.27,0.39,0.36,2026-01-08,0809,N,nominal,2.0NRT,306.94,2.49,D
15.59492,76.75529,331.83,0.39,0.36,2026-01-08,0809,N,nominal,2.0NRT,305.03,1.27,D
15.71541,77.2026,330.06,0.38,0.36,2026-01-08,0809,N,nominal,2.0NRT,304.72,0.91,D
15.72445,76.91397,337.77,0.39,0.36,2026-01-08,0809,N,nominal,2.0NRT,305.61,3.84,D
16.08048,79.27592,333.16,0.41,0.37,2026-01-08,0809,N,nominal,2.0NRT,303.25,2.54,D
15.68302,76.58424,332.54,0.39,0.36,2026-01-08,0809,N,nominal,2.0NRT,303.28,1.38,D
16.02778,78.81467,335.17,0.4,0.37,2026-01-08,0809,N,nominal,2.0NRT,303.3,4.47,D
15.69236,76.55666,335.56,0.39,0.36,2026-01-08,0809,N,low,2.0NRT,307.53,2.31,D
15.733,76.77236,339.51,0.39,0.36,2026-01-08,0809,N,nominal,2.0NRT,304.14,3.78,D
15.69951,76.53687,333.48,0.39,0.36,2026-01-08,0809,N,low,2.0NRT,307.76,1.59,D
16.31225,80.56821,334.12,0.46,0.39,2026-01-08,0809,N,nominal,2.0NRT,302.84,3.99,D
15.58623,75.71638,341.88,0.41,0.37,2026-01-08,0809,N,nominal,2.0NRT,309.95,7.46,D
15.83011,77.15739,336.38,0.38,0.36,2026-01-08,0809,N,nominal,2.0NRT,303.87,2.27,D
16.14768,79.08707,345,0.4,0.37,2026-01-08,0809,N,nominal,2.0NRT,300.46,5.73,D
16.40195,80.81521,334.94,0.47,0.4,2026-01-08,0809,N,nominal,2.0NRT,304.55,5.43,D
15.87409,77.09158,334.81,0.39,0.36,2026-01-08,0809,N,nominal,2.0NRT,306.54,1.53,D
15.8255,76.75716,337.77,0.39,0.36,2026-01-08,0809,N,nominal,2.0NRT,303.12,3.57,D
15.84674,76.84964,332.88,0.39,0.36,2026-01-08,0809,N,nominal,2.0NRT,303.2,2.83,D
15.78938,76.33154,334.73,0.39,0.36,2026-01-08,0809,N,low,2.0NRT,308.5,2.04,D
15.85022,76.67531,335.25,0.39,0.36,2026-01-08,0809,N,nominal,2.0NRT,302.03,2.97,D
16.45195,80.53178,333.92,0.46,0.39,2026-01-08,0809,N,nominal,2.0NRT,305.54,1.46,D
16.45275,80.53239,334.27,0.46,0.39,2026-01-08,0809,N,nominal,2.0NRT,304.95,2.49,D
15.53526,74.50581,331.77,0.45,0.39,2026-01-08,0809,N,nominal,2.0NRT,301.57,1.26,D
16.14808,78.25543,333.74,0.39,0.36,2026-01-08,0809,N,nominal,2.0NRT,305.89,3.96,D
15.90662,76.62831,344.73,0.39,0.36,2026-01-08,0809,N,nominal,2.0NRT,309.49,5.5,D
16.15387,78.20258,333.78,0.39,0.36,2026-01-08,0809,N,nominal,2.0NRT,303.13,2.63,D
16.49305,80.53084,333.84,0.46,0.39,2026-01-08,0809,N,nominal,2.0NRT,303.64,3.05,D
16.03331,77.35804,334.64,0.38,0.36,2026-01-08,0809,N,low,2.0NRT,307.92,1.51,D
16.19949,78.30302,338.26,0.39,0.36,2026-01-08,0809,N,nominal,2.0NRT,304.42,2.9,D
16.18796,78.13412,333.69,0.39,0.36,2026-01-08,0809,N,nominal,2.0NRT,303.04,2.29,D
16.05986,77.28772,338.36,0.38,0.36,2026-01-08,0809,N,nominal,2.0NRT,310.75,4.75,D
15.98407,76.79674,338.61,0.39,0.36,2026-01-08,0809,N,nominal,2.0NRT,304.86,4.27,D
16.17508,78.02535,334.22,0.39,0.36,2026-01-08,0809,N,low,2.0NRT,305.46,3.83,D
16.05499,77.12355,335.6,0.38,0.36,2026-01-08,0809,N,nominal,2.0NRT,304.22,1.98,D
15.73741,75.06985,333.57,0.43,0.38,2026-01-08,0809,N,nominal,2.0NRT,306.37,1.27,D
16.00723,76.74855,338.73,0.39,0.36,2026-01-08,0809,N,nominal,2.0NRT,307.06,3.3,D
16.0542,77.03136,339.2,0.39,0.36,2026-01-08,0809,N,nominal,2.0NRT,302.93,3.08,D
16.08569,77.19135,331.68,0.38,0.36,2026-01-08,0809,N,nominal,2.0NRT,304.32,2.02,D
16.63622,80.95718,332.33,0.48,0.4,2026-01-08,0809,N,nominal,2.0NRT,300.05,3.3,D
15.75365,75.05091,333.79,0.43,0.38,2026-01-08,0809,N,nominal,2.0NRT,307.92,3.39,D
16.07786,76.94289,333.3,0.39,0.36,2026-01-08,0809,N,nominal,2.0NRT,303.56,2.25,D
16.45546,79.41202,333.05,0.42,0.37,2026-01-08,0809,N,nominal,2.0NRT,303.96,1.28,D
16.11493,77.0948,333.51,0.38,0.36,2026-01-08,0809,N,low,2.0NRT,306.51,3.05,D
16.14468,77.22199,335.75,0.38,0.36,2026-01-08,0809,N,low,2.0NRT,307.92,1.58,D
16.0931,76.77814,332.95,0.39,0.36,2026-01-08,0809,N,low,2.0NRT,307.83,2.52,D
16.01787,76.04977,335.71,0.4,0.37,2026-01-08,0809,N,nominal,2.0NRT,309.8,1.71,D
15.68685,74.03569,335.67,0.47,0.4,2026-01-08,0809,N,low,2.0NRT,309.1,4.77,D
16.37608,78.28871,345.74,0.39,0.36,2026-01-08,0809,N,nominal,2.0NRT,303.65,1.64,D
16.23722,77.29778,333.18,0.38,0.36,2026-01-08,0809,N,nominal,2.0NRT,306.78,0.71,D
16.21194,77.02303,335.57,0.39,0.36,2026-01-08,0809,N,low,2.0NRT,309.04,6.98,D
16.0013,75.68788,335.91,0.41,0.37,2026-01-08,0809,N,nominal,2.0NRT,306.66,2.31,D
16.23071,77.12278,344.14,0.38,0.36,2026-01-08,0809,N,nominal,2.0NRT,307.46,3.9,D
16.22188,77.06547,340.91,0.38,0.36,2026-01-08,0809,N,nominal,2.0NRT,306.73,4.58,D
16.17741,76.77834,334.99,0.39,0.36,2026-01-08,0809,N,nominal,2.0NRT,308.49,2.19,D
16.14959,76.53465,334.35,0.39,0.36,2026-01-08,0809,N,nominal,2.0NRT,305.67,2.17,D
15.84942,74.60572,336.35,0.44,0.39,2026-01-08,0809,N,nominal,2.0NRT,307.24,3.79,D
16.2215,76.67069,335.78,0.39,0.36,2026-01-08,0809,N,nominal,2.0NRT,307.32,2.72,D
16.38131,77.6885,338.46,0.38,0.36,2026-01-08,0809,N,nominal,2.0NRT,307.24,10.67,D
16.03787,75.50195,336.4,0.41,0.37,2026-01-08,0809,N,nominal,2.0NRT,308.09,6.46,D
16.33033,77.24167,337.4,0.38,0.36,2026-01-08,0809,N,nominal,2.0NRT,310.25,1.96,D
15.87129,74.23908,338.31,0.46,0.39,2026-01-08,0809,N,nominal,2.0NRT,304.37,2.97,D
16.36284,77.2767,335.36,0.38,0.36,2026-01-08,0809,N,nominal,2.0NRT,307.73,1.61,D
16.4576,77.83445,330.59,0.39,0.36,2026-01-08,0809,N,nominal,2.0NRT,303.94,2.62,D
16.10322,75.53762,342.76,0.41,0.37,2026-01-08,0809,N,nominal,2.0NRT,307.17,4.09,D
16.82575,80.30506,337.36,0.45,0.39,2026-01-08,0809,N,nominal,2.0NRT,303.74,2.86,D
16.49692,77.98321,331.53,0.39,0.36,2026-01-08,0809,N,low,2.0NRT,302.16,1.79,D
15.94805,74.45641,340,0.45,0.39,2026-01-08,0809,N,nominal,2.0NRT,305.14,11.29,D
16.51274,77.82185,341.73,0.39,0.36,2026-01-08,0809,N,nominal,2.0NRT,307.32,3.53,D
16.42141,77.19725,337.17,0.38,0.36,2026-01-08,0809,N,nominal,2.0NRT,303.27,3.62,D
16.46356,77.45106,335.13,0.38,0.36,2026-01-08,0809,N,nominal,2.0NRT,308.48,2.76,D
16.47177,77.48273,335.3,0.38,0.36,2026-01-08,0809,N,nominal,2.0NRT,304.82,2.4,D
16.29344,76.26727,347.1,0.39,0.36,2026-01-08,0809,N,nominal,2.0NRT,310.69,9.22,D
16.5774,77.98138,331.87,0.39,0.36,2026-01-08,0809,N,nominal,2.0NRT,301.41,2.22,D
16.35864,76.39846,331.54,0.39,0.36,2026-01-08,0809,N,nominal,2.0NRT,302.25,1.59,D
16.52925,77.41463,335.23,0.38,0.36,2026-01-08,0809,N,nominal,2.0NRT,309.47,2.25,D
16.53976,77.39453,335.23,0.38,0.36,2026-01-08,0809,N,low,2.0NRT,309,1.66,D
16.59227,77.72005,333.82,0.39,0.36,2026-01-08,0809,N,nominal,2.0NRT,308.54,1.69,D
16.40517,76.43883,334.08,0.39,0.36,2026-01-08,0809,N,nominal,2.0NRT,307.81,1.87,D
17.13557,81.51408,333.94,0.52,0.42,2026-01-08,0809,N,nominal,2.0NRT,303.11,5,D
16.56879,77.40766,334.22,0.38,0.36,2026-01-08,0809,N,nominal,2.0NRT,308.07,1.23,D
16.3936,76.25745,335.9,0.39,0.36,2026-01-08,0809,N,nominal,2.0NRT,309.48,4.6,D
16.57344,77.21584,336.65,0.38,0.36,2026-01-08,0809,N,nominal,2.0NRT,308.6,2.41,D
16.16277,74.64091,336.49,0.44,0.38,2026-01-08,0809,N,nominal,2.0NRT,308.46,4.06,D
16.59831,77.09049,333.03,0.38,0.36,2026-01-08,0809,N,low,2.0NRT,305.96,2.56,D
16.51335,76.4388,345.52,0.39,0.36,2026-01-08,0809,N,nominal,2.0NRT,309.55,11.53,D
16.40085,75.58397,331.16,0.41,0.37,2026-01-08,0809,N,nominal,2.0NRT,304.49,1.63,D
16.81033,78.18484,333.09,0.39,0.36,2026-01-08,0809,N,low,2.0NRT,305.93,1.38,D
16.19911,74.18825,347.64,0.46,0.39,2026-01-08,0809,N,nominal,2.0NRT,302.49,10.06,D
16.99254,79.24683,335.24,0.41,0.37,2026-01-08,0809,N,nominal,2.0NRT,301.79,5.77,D
17.43003,82.37257,334.46,0.39,0.44,2026-01-08,0809,N,nominal,2.0NRT,303.05,2.17,D
16.29786,74.67197,331.32,0.44,0.38,2026-01-08,0809,N,nominal,2.0NRT,304.45,2.85,D
16.18292,73.84717,354.48,0.48,0.4,2026-01-08,0809,N,nominal,2.0NRT,306.31,9.54,D
16.18219,73.84278,345.82,0.48,0.4,2026-01-08,0809,N,nominal,2.0NRT,306.88,9.13,D
16.18584,73.84208,336.56,0.48,0.4,2026-01-08,0809,N,nominal,2.0NRT,303.6,4.54,D
16.18272,73.84847,343.93,0.48,0.4,2026-01-08,0809,N,nominal,2.0NRT,304.14,5.93,D
16.18196,73.84406,353.91,0.48,0.4,2026-01-08,0809,N,nominal,2.0NRT,308.85,14.34,D
16.18926,73.84272,330.45,0.48,0.4,2026-01-08,0809,N,low,2.0NRT,302,3,D
16.88953,78.1494,347.01,0.39,0.36,2026-01-08,0809,N,nominal,2.0NRT,307.34,6.33,D
16.16626,73.53433,339.79,0.49,0.41,2026-01-08,0809,N,nominal,2.0NRT,305.64,4.86,D
16.94366,78.35458,336.29,0.39,0.36,2026-01-08,0809,N,nominal,2.0NRT,304.17,2.86,D
16.27085,74.05685,333.96,0.47,0.39,2026-01-08,0809,N,nominal,2.0NRT,300.74,3.91,D
16.75915,76.90458,333.97,0.38,0.36,2026-01-08,0809,N,nominal,2.0NRT,304.8,1.89,D
16.62831,76.00193,344.56,0.4,0.37,2026-01-08,0809,N,nominal,2.0NRT,308.28,6.14,D
16.63166,76.00136,333.64,0.4,0.37,2026-01-08,0809,N,nominal,2.0NRT,307.19,3.91,D
17.19121,79.65729,334.42,0.43,0.38,2026-01-08,0809,N,nominal,2.0NRT,305.07,3.18,D
17.03334,78.56759,330.28,0.4,0.37,2026-01-08,0809,N,nominal,2.0NRT,304.44,1.69,D
17.61426,82.76629,330.86,0.42,0.45,2026-01-08,0809,N,nominal,2.0NRT,303.76,2.91,D
16.88957,77.42758,334.76,0.38,0.36,2026-01-08,0809,N,nominal,2.0NRT,307.81,3.43,D
16.4698,74.59658,334.62,0.44,0.38,2026-01-08,0809,N,nominal,2.0NRT,304.86,2.68,D
17.02253,78.04229,333.98,0.39,0.36,2026-01-08,0809,N,low,2.0NRT,306.95,3.71,D
17.37813,80.45745,332.17,0.47,0.39,2026-01-08,0809,N,nominal,2.0NRT,302.98,3.03,D
17.40911,80.62917,338.79,0.47,0.4,2026-01-08,0809,N,nominal,2.0NRT,304.1,3.54,D
17.27129,79.58836,334.52,0.43,0.38,2026-01-08,0809,N,nominal,2.0NRT,304.33,2.46,D
17.14227,78.69238,337.01,0.4,0.37,2026-01-08,0809,N,nominal,2.0NRT,302.81,4.39,D
16.65029,75.43967,335.35,0.41,0.37,2026-01-08,0809,N,nominal,2.0NRT,303.51,2.43,D
16.65369,75.43908,348.19,0.41,0.37,2026-01-08,0809,N,nominal,2.0NRT,306.42,2.43,D
16.65771,75.44231,340.24,0.41,0.37,2026-01-08,0809,N,nominal,2.0NRT,305.58,4.65,D
16.65709,75.43849,348.93,0.41,0.37,2026-01-08,0809,N,nominal,2.0NRT,305.81,4.65,D
17.1885,78.89054,334.38,0.41,0.37,2026-01-08,0809,N,nominal,2.0NRT,303.37,2.91,D
17.48152,80.89822,336.05,0.49,0.4,2026-01-08,0809,N,nominal,2.0NRT,304.94,3.71,D
17.3347,79.59972,333.34,0.43,0.38,2026-01-08,0809,N,nominal,2.0NRT,306.32,3.54,D
16.88841,76.2551,340.09,0.39,0.36,2026-01-08,0809,N,nominal,2.0NRT,310.26,3.53,D
16.82088,75.6278,338.43,0.4,0.37,2026-01-08,0809,N,nominal,2.0NRT,308.55,2.85,D
17.43526,79.49827,332.23,0.43,0.38,2026-01-08,0809,N,nominal,2.0NRT,305.03,1.79,D
16.87247,75.71126,342.94,0.4,0.37,2026-01-08,0809,N,nominal,2.0NRT,308.67,4.43,D
17.58852,80.12823,344.61,0.45,0.39,2026-01-08,0809,N,nominal,2.0NRT,305.39,7.94,D
17.58698,80.12936,335.59,0.45,0.39,2026-01-08,0809,N,nominal,2.0NRT,304.69,3.56,D
17.59057,80.12881,347.28,0.45,0.39,2026-01-08,0809,N,nominal,2.0NRT,306.96,8.99,D
17.3916,78.57981,335.43,0.4,0.37,2026-01-08,0809,N,nominal,2.0NRT,304,2.46,D
17.75258,80.7773,334.66,0.49,0.4,2026-01-08,0809,N,nominal,2.0NRT,306.11,3.87,D
17.54478,79.28285,337.34,0.42,0.38,2026-01-08,0809,N,nominal,2.0NRT,307.27,3.89,D
17.75629,80.77677,334.35,0.49,0.4,2026-01-08,0809,N,nominal,2.0NRT,304.16,3.87,D
17.69799,80.24372,335.34,0.46,0.39,2026-01-08,0809,N,nominal,2.0NRT,304.97,3.41,D
17.72879,80.35908,333.55,0.46,0.39,2026-01-08,0809,N,nominal,2.0NRT,301.52,2.08,D
17.31045,77.47896,347.55,0.38,0.36,2026-01-08,0809,N,nominal,2.0NRT,308.74,5.77,D
17.72916,80.36065,333.05,0.46,0.39,2026-01-08,0809,N,nominal,2.0NRT,302.69,2.59,D
17.73516,80.37785,337.08,0.47,0.39,2026-01-08,0809,N,nominal,2.0NRT,302.24,2.9,D
16.95461,75.11828,336.68,0.42,0.37,2026-01-08,0809,N,nominal,2.0NRT,307.03,2.1,D
17.54914,78.9757,334.61,0.41,0.37,2026-01-08,0809,N,nominal,2.0NRT,303.46,2.59,D
17.33198,77.46811,337.19,0.38,0.36,2026-01-08,0809,N,nominal,2.0NRT,304.63,2.21,D
17.33144,77.46449,338.54,0.38,0.36,2026-01-08,0809,N,nominal,2.0NRT,306.89,2.74,D
17.76934,80.52245,334.4,0.47,0.4,2026-01-08,0809,N,nominal,2.0NRT,306.17,2.45,D
17.02797,75.5029,335.34,0.4,0.37,2026-01-08,0809,N,low,2.0NRT,308.29,1.98,D
17.91934,81.61013,336.73,0.54,0.42,2026-01-08,0809,N,low,2.0NRT,306.96,5.18,D
17.26964,76.99141,334.75,0.38,0.36,2026-01-08,0809,N,nominal,2.0NRT,308.26,4.03,D
17.72772,79.91978,336.21,0.44,0.39,2026-01-08,0809,N,nominal,2.0NRT,304.66,2.8,D
17.3584,77.10583,346.67,0.38,0.36,2026-01-08,0809,N,nominal,2.0NRT,307.06,6.22,D
16.89801,74.18943,334.08,0.45,0.39,2026-01-08,0809,N,nominal,2.0NRT,304.86,3.79,D
17.99803,81.66465,331.97,0.55,0.42,2026-01-08,0809,N,low,2.0NRT,305.66,5.21,D
16.89696,74.19045,338.51,0.45,0.39,2026-01-08,0809,N,nominal,2.0NRT,304.76,2.98,D
17.82173,80.2187,340.33,0.46,0.39,2026-01-08,0809,N,nominal,2.0NRT,301.98,2.75,D
17.59742,78.50893,331.52,0.4,0.37,2026-01-08,0809,N,nominal,2.0NRT,302.94,2.01,D
17.21674,75.91527,335.4,0.4,0.37,2026-01-08,0809,N,nominal,2.0NRT,310.21,2.74,D
17.78419,79.70413,330.28,0.44,0.38,2026-01-08,0809,N,nominal,2.0NRT,302.88,1.74,D
17.56301,78.08546,336.39,0.39,0.36,2026-01-08,0809,N,nominal,2.0NRT,305.09,1.46,D
16.99913,74.42898,336.01,0.44,0.38,2026-01-08,0809,N,nominal,2.0NRT,305.91,2.89,D
18.10139,81.81524,336.64,0.56,0.43,2026-01-08,0809,N,nominal,2.0NRT,304.76,5.39,D
18.10535,81.81468,342.33,0.56,0.43,2026-01-08,0809,N,nominal,2.0NRT,304.89,6.38,D
18.09167,81.70967,331.39,0.55,0.43,2026-01-08,0809,N,nominal,2.0NRT,305.35,2.49,D
17.80744,79.56281,341.64,0.43,0.38,2026-01-08,0809,N,nominal,2.0NRT,302.6,8.62,D
17.84507,79.80475,331.43,0.44,0.38,2026-01-08,0809,N,nominal,2.0NRT,305.63,2.43,D
18.10946,81.72316,338.36,0.55,0.43,2026-01-08,0809,N,nominal,2.0NRT,305.34,6.41,D
18.1356,81.8918,333.08,0.56,0.43,2026-01-08,0809,N,low,2.0NRT,304.98,4.95,D
17.7472,78.96857,333.97,0.41,0.37,2026-01-08,0809,N,nominal,2.0NRT,306.48,2.87,D
17.74664,78.96471,333.58,0.41,0.37,2026-01-08,0809,N,nominal,2.0NRT,305.17,2.87,D
18.13311,81.88947,337.43,0.57,0.43,2026-01-08,0809,N,nominal,2.0NRT,305.94,5.04,D
17.74654,78.96856,333.88,0.41,0.37,2026-01-08,0809,N,nominal,2.0NRT,306.71,3.15,D
17.74599,78.96468,332.65,0.41,0.37,2026-01-08,0809,N,nominal,2.0NRT,304.2,3.15,D
18.13708,81.88889,337.49,0.57,0.43,2026-01-08,0809,N,nominal,2.0NRT,305.91,5.04,D
17.51963,77.25523,345.01,0.38,0.36,2026-01-08,0809,N,nominal,2.0NRT,312.07,4.91,D
18.20378,81.96743,345.52,0.57,0.43,2026-01-08,0809,N,nominal,2.0NRT,305.97,7.66,D
17.33592,75.89804,333.75,0.39,0.37,2026-01-08,0809,N,nominal,2.0NRT,304.4,1.94,D
17.20084,75.03878,341.11,0.42,0.37,2026-01-08,0809,N,nominal,2.0NRT,305.55,4.28,D
17.63439,77.7701,337.06,0.39,0.36,2026-01-08,0809,N,nominal,2.0NRT,311.96,4.13,D
17.40946,76.27718,333.09,0.39,0.36,2026-01-08,0809,N,low,2.0NRT,305.03,2.48,D
17.61006,77.56219,332.38,0.39,0.36,2026-01-08,0809,N,nominal,2.0NRT,306.37,2.9,D
17.162,74.67213,336.91,0.43,0.38,2026-01-08,0809,N,nominal,2.0NRT,303.74,3.38,D
18.52531,84.22807,335.67,0.53,0.5,2026-01-08,0809,N,nominal,2.0NRT,300.19,4.2,D
17.95526,79.77148,339.09,0.44,0.38,2026-01-08,0809,N,nominal,2.0NRT,304.68,4.29,D
17.51859,76.78274,334.1,0.38,0.36,2026-01-08,0809,N,nominal,2.0NRT,307.55,2.01,D
17.90772,79.29715,332.59,0.42,0.38,2026-01-08,0809,N,nominal,2.0NRT,301,1.76,D
17.37382,75.4344,336.12,0.4,0.37,2026-01-08,0809,N,nominal,2.0NRT,304.8,2.2,D
17.3772,75.43382,350.52,0.4,0.37,2026-01-08,0809,N,nominal,2.0NRT,306.96,2.2,D
17.93978,79.0741,334.65,0.42,0.37,2026-01-08,0809,N,nominal,2.0NRT,303.87,3.73,D
18.07333,79.97328,343.28,0.45,0.39,2026-01-08,0809,N,nominal,2.0NRT,303.37,3.52,D
18.0769,79.97276,331.91,0.45,0.39,2026-01-08,0809,N,nominal,2.0NRT,303.01,3.52,D
17.39992,75.44535,344.18,0.4,0.37,2026-01-08,0809,N,nominal,2.0NRT,307.7,3.75,D
17.72661,77.4131,335.47,0.39,0.36,2026-01-08,0809,N,low,2.0NRT,306.51,2.17,D
17.71315,77.08192,334.28,0.38,0.36,2026-01-08,0809,N,nominal,2.0NRT,307.17,1.74,D
18.42274,82.19942,341.24,0.4,0.44,2026-01-08,0809,N,nominal,2.0NRT,306.55,4.02,D
17.38579,74.99409,340.11,0.42,0.37,2026-01-08,0809,N,nominal,2.0NRT,306.42,3.06,D
17.84848,77.84682,336.19,0.39,0.36,2026-01-08,0809,N,nominal,2.0NRT,305.32,1.77,D
17.48763,75.38301,335.03,0.4,0.37,2026-01-08,0809,N,nominal,2.0NRT,305.76,1.76,D
17.86877,77.73133,336.25,0.39,0.36,2026-01-08,0809,N,nominal,2.0NRT,308.24,2.2,D
17.87209,77.73079,335.32,0.39,0.36,2026-01-08,0809,N,low,2.0NRT,307.43,1.99,D
17.54004,75.53672,347.66,0.4,0.37,2026-01-08,0809,N,nominal,2.0NRT,309.69,9.78,D
17.46665,75.07964,346.46,0.41,0.37,2026-01-08,0809,N,nominal,2.0NRT,308.63,4.76,D
17.27941,73.91824,349.25,0.46,0.39,2026-01-08,0809,N,nominal,2.0NRT,304.14,4.81,D
17.28128,73.91978,335.37,0.46,0.39,2026-01-08,0809,N,nominal,2.0NRT,305.64,3.4,D
17.28049,73.91524,332.65,0.46,0.39,2026-01-08,0809,N,nominal,2.0NRT,301.82,3.4,D
17.59869,75.80687,336.68,0.4,0.37,2026-01-08,0809,N,nominal,2.0NRT,309.08,3.49,D
17.94787,78.06449,347.62,0.39,0.36,2026-01-08,0809,N,nominal,2.0NRT,308.03,3.84,D
18.07943,78.95735,337.89,0.41,0.37,2026-01-08,0809,N,nominal,2.0NRT,302.77,2.85,D
18.19012,79.73033,330.48,0.44,0.38,2026-01-08,0809,N,nominal,2.0NRT,304.23,2.76,D
17.28896,73.85679,346.62,0.46,0.39,2026-01-08,0809,N,nominal,2.0NRT,302.04,9.4,D
17.68805,76.24039,336.6,0.39,0.36,2026-01-08,0809,N,nominal,2.0NRT,310.14,4.07,D
17.53857,75.28471,344.94,0.41,0.37,2026-01-08,0809,N,nominal,2.0NRT,307,4.31,D
17.54873,75.23978,336.57,0.41,0.37,2026-01-08,0809,N,nominal,2.0NRT,304.53,5.53,D
18.1385,79.05241,337.88,0.42,0.37,2026-01-08,0809,N,nominal,2.0NRT,304.78,9.16,D
18.13795,79.04848,332.81,0.42,0.37,2026-01-08,0809,N,nominal,2.0NRT,304.74,9.16,D
18.14194,79.05188,341.67,0.42,0.37,2026-01-08,0809,N,nominal,2.0NRT,307.43,9.16,D
18.14139,79.04796,337.4,0.42,0.37,2026-01-08,0809,N,nominal,2.0NRT,306.67,9.16,D
18.27582,79.98473,335.83,0.45,0.39,2026-01-08,0809,N,low,2.0NRT,307.37,3.23,D
18.27999,79.98845,331.41,0.45,0.39,2026-01-08,0809,N,low,2.0NRT,306.21,7.56,D
18.2794,79.98418,334.2,0.45,0.39,2026-01-08,0809,N,low,2.0NRT,304.41,3.23,D
17.73695,76.26948,340.01,0.39,0.36,2026-01-08,0809,N,nominal,2.0NRT,310.85,7.06,D
18.84437,84.25822,337.57,0.54,0.51,2026-01-08,0809,N,nominal,2.0NRT,301.34,7.97,D
18.76958,83.62856,347.85,0.49,0.49,2026-01-08,0809,N,nominal,2.0NRT,301.63,6.52,D
17.98553,77.78748,337.91,0.39,0.36,2026-01-08,0809,N,nominal,2.0NRT,306.85,2.74,D
18.84815,84.16949,337.6,0.53,0.5,2026-01-08,0809,N,nominal,2.0NRT,301.15,2.81,D
18.84623,84.25999,335.95,0.54,0.51,2026-01-08,0809,N,nominal,2.0NRT,300.59,4.55,D
18.84569,84.255,331.67,0.54,0.51,2026-01-08,0809,N,nominal,2.0NRT,302.34,4.55,D
18.29514,79.68528,339.48,0.44,0.38,2026-01-08,0809,N,nominal,2.0NRT,304.43,4.03,D
18.91455,84.48754,332.32,0.56,0.51,2026-01-08,0809,N,nominal,2.0NRT,298.35,3.2,D
17.97799,77.33381,335.92,0.38,0.36,2026-01-08,0809,N,low,2.0NRT,308.86,3.93,D
18.13425,78.29691,333.03,0.4,0.37,2026-01-08,0809,N,nominal,2.0NRT,306.86,1.92,D
18.35676,79.79145,332.63,0.45,0.39,2026-01-08,0809,N,nominal,2.0NRT,303.9,1.98,D
18.36918,79.80251,333.24,0.45,0.39,2026-01-08,0809,N,nominal,2.0NRT,305.3,2.12,D
17.70809,75.38364,333.51,0.4,0.37,2026-01-08,0809,N,nominal,2.0NRT,303.96,3.07,D
17.94025,76.84032,330.52,0.38,0.36,2026-01-08,0809,N,low,2.0NRT,305.05,12.46,D
18.86295,83.44389,331.3,0.48,0.48,2026-01-08,0809,N,nominal,2.0NRT,300.28,8.1,D
18.86239,83.4393,337.64,0.48,0.48,2026-01-08,0809,N,nominal,2.0NRT,302.22,7.97,D
18.86141,83.44068,349.7,0.48,0.48,2026-01-08,0809,N,nominal,2.0NRT,304.05,12.61,D
18.48765,80.03858,335.47,0.46,0.39,2026-01-08,0809,N,nominal,2.0NRT,306.99,3.34,D
18.60563,80.66184,336.21,0.49,0.4,2026-01-08,0809,N,nominal,2.0NRT,306.88,4.48,D
18.84804,82.45826,344.37,0.42,0.45,2026-01-08,0809,N,nominal,2.0NRT,302.85,4.09,D
17.88345,75.65002,334.09,0.4,0.37,2026-01-08,0809,N,nominal,2.0NRT,306.55,2.54,D
17.65473,74.21713,336.54,0.44,0.39,2026-01-08,0809,N,nominal,2.0NRT,311.22,17.08,D
17.98319,76.0951,334.97,0.39,0.36,2026-01-08,0809,N,nominal,2.0NRT,308.36,1.71,D
17.57001,73.55595,332.92,0.47,0.4,2026-01-08,0809,N,low,2.0NRT,307.55,5.3,D
17.57369,73.55553,338.62,0.47,0.4,2026-01-08,0809,N,nominal,2.0NRT,307.51,9.2,D
17.81014,74.93576,334.92,0.41,0.37,2026-01-08,0809,N,low,2.0NRT,307.25,8.6,D
18.54022,79.76959,333.97,0.45,0.39,2026-01-08,0809,N,nominal,2.0NRT,304.12,2.99,D
